x,y
-10.0,-28.946313245175936
-9.797979797979798,-31.65209364053571
-9.595959595959595,-23.838464330563156
-9.393939393939394,-28.596167531263667
-9.191919191919192,-23.802594158758513
-8.98989898989899,-20.995336500374165
-8.787878787878787,-28.237369651402503
-8.585858585858587,-22.113003264643794
-8.383838383838384,-23.466953873539758
-8.181818181818182,-27.08428014301311
-7.979797979797979,-20.965035587875967
-7.777777777777778,-20.785888684774292
-7.575757575757576,-22.975712725642918
-7.373737373737374,-23.034096630354906
-7.171717171717171,-18.588795798838035
-6.96969696969697,-12.864104000888862
-6.767676767676768,-23.294511344187462
-6.565656565656566,-20.125267890021288
-6.363636363636363,-17.250564567596825
-6.161616161616162,-18.14352459728039
-5.959595959595959,-11.577215501337541
-5.757575757575758,-13.057454913999543
-5.555555555555555,-16.203553070258312
-5.353535353535354,-17.15002842796195
-5.151515151515151,-11.220824789587805
-4.94949494949495,-9.229813900805514
-4.747474747474747,-20.00138691100407
-4.545454545454546,-13.681345699348709
-4.343434343434343,-14.144577914035981
-4.141414141414142,-8.555510703936239
-3.9393939393939394,-14.49560772324528
-3.737373737373738,-13.313455024274877
-3.5353535353535355,-7.923556577217143
-3.333333333333333,-16.200884900653556
-3.1313131313131315,-8.739022960897843
-2.929292929292929,-7.08589306514787
-2.7272727272727275,-7.548931667503446
-2.525252525252525,-7.941665581637394
-2.3232323232323235,-5.227670016507076
-2.121212121212121,-4.394655076384318
-1.9191919191919187,-10.04698520741185
-1.717171717171718,-4.60979395399368
-1.5151515151515156,-8.297143054384868
-1.3131313131313131,-4.777719105378829
-1.1111111111111107,-9.491914975309477
-0.9090909090909101,-4.947512492206613
-0.7070707070707076,2.6171612326151443
-0.5050505050505052,0.5127429604877989
-0.30303030303030276,1.9682323043798386
-0.10101010101010033,-6.4228927093886075
0.10101010101010033,-1.768568358234352
0.30303030303030276,3.9108194950387243
0.5050505050505052,-0.7346367930914117
0.7070707070707076,2.7125127124491537
0.9090909090909083,2.1235287564797556
1.1111111111111107,10.174135530851636
1.3131313131313131,-1.8967036370491384
1.5151515151515156,8.424502361115197
1.7171717171717162,4.441042334258359
1.9191919191919187,8.713784341312113
2.121212121212121,13.872406554701993
2.3232323232323235,18.093822291791128
2.525252525252524,9.666321328683743
2.7272727272727266,9.707527853856668
2.929292929292929,6.6703272352195295
3.1313131313131315,6.171444116258604
3.333333333333334,4.7509638014158435
3.5353535353535346,12.381631653058397
3.737373737373737,10.388579800244562
3.9393939393939394,8.182207972454624
4.141414141414142,7.462401168002634
4.3434343434343425,13.945328282428436
4.545454545454545,15.995162765329747
4.747474747474747,8.125488557218723
4.94949494949495,13.725080052846579
5.1515151515151505,7.032696320867226
5.353535353535353,15.936083962085052
5.555555555555555,15.110468331869626
5.757575757575758,14.985504505632301
5.9595959595959584,19.84790315250834
6.161616161616163,17.006903981362772
6.363636363636363,21.68280860156203
6.565656565656564,22.35618322868815
6.767676767676768,18.624985335726365
6.969696969696969,21.528569991354086
7.171717171717173,16.035260082821537
7.373737373737374,21.62506603452506
7.575757575757574,30.08489522776064
7.777777777777779,17.8834417646509
7.979797979797979,26.39718977974784
8.18181818181818,30.644267611968505
8.383838383838384,19.019752339857696
8.585858585858585,25.738867294079157
8.787878787878789,22.84951644763596
8.98989898989899,30.67864601381406
9.19191919191919,26.794245134133373
9.393939393939394,25.337755779425578
9.595959595959595,25.94075299169614
9.7979797979798,33.006754160343725
10.0,28.124459542845084
